provider_location_guid,loc_phone,loc_name,loc_admin_street1,loc_admin_city,loc_admin_state,loc_admin_zip,web_address,pre_screen,insurance_accepted,walkins_accepted,provider_notes,searchable_name,in_stock,quantity_last_updated,opening_hours
4d23608c-9bca-419a-8b95-085afb823798,336-643-7738,"CVS Pharmacy, Inc. #05532",4601 US HWY. 220 NORTH,SUMMERFIELD,NC,27358,https://www.cvs.com/store-locator/details-directions/005532,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,"Flu Shot (65+, high-dose or adjuvanted)",False,2023-04-06,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  08:00AM-08:00PM  |  tuesday_hours:  08:00AM-08:00PM  |  wednesday_hours:  08:00AM-08:00PM  |  thursday_hours:  08:00AM-08:00PM  |  friday_hours:  08:00AM-08:00PM  |  saturday_hours:  09:00AM-06:00PM
c9ec8e1d-a65a-4998-b1a4-dcda6b906db8,828-464-8955,"CVS Pharmacy, Inc. #07323",36 NORTH WEST BLVD,NEWTON,NC,28658,https://www.cvs.com/store-locator/details-directions/007323,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,False,2023-01-14,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  08:00AM-09:00PM  |  tuesday_hours:  08:00AM-09:00PM  |  wednesday_hours:  08:00AM-09:00PM  |  thursday_hours:  08:00AM-09:00PM  |  friday_hours:  08:00AM-09:00PM  |  saturday_hours:  09:00AM-06:00PM
bdc106d9-c5e7-4bb2-8e7d-376481881acc,919-874-0112,Sams Club #10-6570,3001 Calvary Dr,Raleigh,NC,27604-2801,https://www.samsclub.com/club/6570,Not Available,True,True,Not Available,Flu Shot (Egg free),True,2023-03-28,"sunday_hours:  nan  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  tuesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 6:00 PM"
847e3bd4-27da-47f8-bb0a-41963ee218d5,704-825-8885,Walmart Inc #10-5085,701 Hawley Ave,Belmont,NC,28012-3382,https://www.walmart.com/store/5085,Not Available,True,True,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  monday_hours:  9:00 AM - 5:00 PM  |  tuesday_hours:  6:00 AM - 5:00 PM  |  wednesday_hours:  9:00 AM - 5:00 PM  |  thursday_hours:  9:00 AM - 5:00 PM  |  friday_hours:  9:00 AM - 5:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM"
fc5d65dc-9084-478e-99c9-77b9eb24eb2d,252-482-7491,"CVS Pharmacy, Inc. #05568",1316-H NORTH BROAD ST,EDENTON,NC,27932,https://www.cvs.com/store-locator/details-directions/005568,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,False,2023-04-06,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  09:00AM-08:00PM  |  tuesday_hours:  09:00AM-08:00PM  |  wednesday_hours:  09:00AM-08:00PM  |  thursday_hours:  09:00AM-08:00PM  |  friday_hours:  09:00AM-08:00PM  |  saturday_hours:  10:00AM-06:00PM
d0503a5d-7959-42e8-8bfe-21a5256cc11d,252-792-9033,Walmart Inc #10-1641,1529 Washington St,Williamston,NC,27892-9738,https://www.walmart.com/store/1641,Not Available,True,True,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",False,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 6:00 PM  |  monday_hours:  8:00 AM - 7:00 PM  |  tuesday_hours:  6:00 AM - 7:00 PM  |  wednesday_hours:  8:00 AM - 7:00 PM  |  thursday_hours:  8:00 AM - 7:00 PM  |  friday_hours:  8:00 AM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM"
c3743579-1b32-42b9-bb19-76c387176633,704-494-4878,Walgreens Co. #11396,2200 W SUGAR CREEK RD,CHARLOTTE,NC,28262-3143,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  09:00AM - 09:00PM  |  tuesday_hours:  09:00AM - 09:00PM  |  wednesday_hours:  09:00AM - 09:00PM  |  thursday_hours:  09:00AM - 09:00PM  |  friday_hours:  09:00AM - 09:00PM  |  saturday_hours:  10:00AM - 06:00PM
1cb960c2-bf87-47f4-9402-dc405a4458cf,919-217-0490,Walmart Inc #10-1816,7106 Knightdale Blvd,Knightdale,NC,27545-9265,https://www.walmart.com/store/1816,Not Available,True,True,Not Available,Flu Shot (Egg free),False,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  tuesday_hours:  6:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM"
e2a898a1-a77d-4398-9fa3-e0b6a2075e09,828-686-7111,"CVS Pharmacy, Inc. #02538",2351 US 70 HWY,SWANNANOA,NC,28778,https://www.cvs.com/store-locator/details-directions/002538,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,False,2023-01-14,sunday_hours:  10:00AM-05:00PM  |  monday_hours:  09:00AM-08:00PM  |  tuesday_hours:  09:00AM-08:00PM  |  wednesday_hours:  09:00AM-08:00PM  |  thursday_hours:  09:00AM-08:00PM  |  friday_hours:  09:00AM-08:00PM  |  saturday_hours:  10:00AM-05:00PM
58b2b0c3-2fc4-4047-aa57-edbabe133e9a,704-289-1193,Harris Teeter Pharmacy #09700129,6610 OLD MONROE RD,INDIAN TRAIL,NC,28079,https://www.harristeeter.com/rx/guest/get-vaccinated,https://www.harristeeter.com/covidcare,True,False,Not Available,Flu Shot (Egg free),False,2023-04-07,sunday_hours:  11:00 AM - 6:00 PM  |  monday_hours:  9:00 AM - 8:00 PM  |  tuesday_hours:  9:00 AM - 8:00 PM  |  wednesday_hours:  9:00 AM - 8:00 PM  |  thursday_hours:  9:00 AM - 8:00 PM  |  friday_hours:  9:00 AM - 8:00 PM  |  saturday_hours:  9:00 AM - 6:00 PM
a512967c-2782-4e95-8ae0-ea3008e31bb9,336-627-4893,"CVS Pharmacy, Inc. #05559",625 SOUTH VAN BUREN ROAD,EDEN,NC,27288,https://www.cvs.com/store-locator/details-directions/005559,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,"Flu Shot (65+, high-dose or adjuvanted)",False,2023-04-06,sunday_hours:  11:00AM-05:00PM  |  monday_hours:  09:00AM-07:00PM  |  tuesday_hours:  09:00AM-07:00PM  |  wednesday_hours:  09:00AM-07:00PM  |  thursday_hours:  09:00AM-07:00PM  |  friday_hours:  09:00AM-07:00PM  |  saturday_hours:  10:00AM-06:00PM
d3e4026c-a27a-4d62-a3b6-d5015252144e,252-398-3585,"CVS Pharmacy, Inc. #07324",420 W. MAIN ST.,MURFREESBORO,NC,27855,https://www.cvs.com/store-locator/details-directions/007324,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,"Flu Shot (65+, high-dose or adjuvanted)",False,2023-04-06,sunday_hours:  12:00PM-05:00PM  |  monday_hours:  09:00AM-08:00PM  |  tuesday_hours:  09:00AM-08:00PM  |  wednesday_hours:  09:00AM-08:00PM  |  thursday_hours:  09:00AM-08:00PM  |  friday_hours:  09:00AM-08:00PM  |  saturday_hours:  10:00AM-06:00PM
323bc352-4bba-4c8f-accd-b253f8f315ac,919-663-3331,"CVS Pharmacy, Inc. #04297",1506 EAST 11TH ST.,SILER CITY,NC,27344,https://www.cvs.com/store-locator/details-directions/004297,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot (Egg free),True,2023-04-06,sunday_hours:  11:00AM-05:00PM  |  monday_hours:  08:00AM-07:00PM  |  tuesday_hours:  08:00AM-07:00PM  |  wednesday_hours:  08:00AM-07:00PM  |  thursday_hours:  08:00AM-07:00PM  |  friday_hours:  08:00AM-07:00PM  |  saturday_hours:  10:00AM-06:00PM
069ba1ad-414f-4ef5-bb41-546df865ea9d,910-276-1058,Walgreens Co. #17407,101 PLAZA RD,LAURINBURG,NC,28352-6001,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot (Egg free),True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  08:00AM - 08:00PM  |  tuesday_hours:  08:00AM - 08:00PM  |  wednesday_hours:  08:00AM - 08:00PM  |  thursday_hours:  08:00AM - 08:00PM  |  friday_hours:  08:00AM - 08:00PM  |  saturday_hours:  09:00AM - 06:00PM
e61b14c4-f1f4-40af-88d6-a6ed8633684d,336-724-7491,"CVS Pharmacy, Inc. #03511",2221 CLOVERDALE AVE,WINSTON-SALEM,NC,27103,https://www.cvs.com/store-locator/details-directions/003511,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,False,2023-01-14,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  08:00AM-09:00PM  |  tuesday_hours:  08:00AM-09:00PM  |  wednesday_hours:  08:00AM-09:00PM  |  thursday_hours:  08:00AM-09:00PM  |  friday_hours:  08:00AM-09:00PM  |  saturday_hours:  09:00AM-07:00PM
bb2547de-cfd9-4af5-9ff7-977c61d4c839,704-708-5701,"CVS Pharmacy, Inc. #07492",3610 MATTHEWS MINT HILL ROAD,MATTHEWS,NC,28105,https://www.cvs.com/store-locator/details-directions/007492,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,True,2022-11-19,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  09:00AM-08:00PM  |  tuesday_hours:  09:00AM-08:00PM  |  wednesday_hours:  09:00AM-08:00PM  |  thursday_hours:  09:00AM-02:00PM  |  friday_hours:  09:00AM-08:00PM  |  saturday_hours:  09:00AM-06:00PM
a0cda2fd-4405-4bbe-bdb8-81b2339190d5,704-629-4196,"CVS Pharmacy, Inc. #03899",902 GASTONIA HIGHWAY,BESSEMER CITY,NC,28016,https://www.cvs.com/store-locator/details-directions/003899,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,True,2022-11-19,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  09:00AM-08:00PM  |  tuesday_hours:  09:00AM-08:00PM  |  wednesday_hours:  09:00AM-08:00PM  |  thursday_hours:  09:00AM-08:00PM  |  friday_hours:  09:00AM-08:00PM  |  saturday_hours:  10:00AM-06:00PM
511e242b-01aa-4e9a-aa9b-2e6877449dcd,919-362-3737,Walmart Inc #10-3889,3151 Apex Peakway,Apex,NC,27502-5709,https://www.walmart.com/store/3889,Not Available,True,True,Not Available,Flu Shot (Egg free),True,2023-03-28,"sunday_hours:  10:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  monday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  tuesday_hours:  6:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  wednesday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  thursday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  friday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  saturday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM"
4147af76-faef-466c-8460-29523bb2fc2f,704-541-3773,Walgreens Co. #7342,7711 COLONY RD,CHARLOTTE,NC,28226-7673,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot (Egg free),True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  09:00AM - 09:00PM  |  tuesday_hours:  09:00AM - 09:00PM  |  wednesday_hours:  09:00AM - 09:00PM  |  thursday_hours:  09:00AM - 09:00PM  |  friday_hours:  09:00AM - 09:00PM  |  saturday_hours:  09:00AM - 06:00PM
3545493b-bd32-4af5-8fd7-0e5a10b1ab2d,919-337-4600,Publix Super Markets Inc. #1552,425 Emissary Drive,Cary,NC,27519,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,https://www.publix.com/vaccines,True,True,Not Available,Flu Shot,False,2023-04-06,sunday_hours:  11:00AM - 5:00PM  |  monday_hours:  9:00AM - 8:00PM  |  tuesday_hours:  9:00AM - 8:00PM  |  wednesday_hours:  9:00AM - 8:00PM  |  thursday_hours:  9:00AM - 8:00PM  |  friday_hours:  9:00AM - 8:00PM  |  saturday_hours:  9:00AM - 6:00PM
a634fb25-35cc-4d22-9ff6-8c04b367279d,252-634-1716,Publix Super Markets Inc. #1533,2004 South Glenburnie Rd,New Bern,NC,28562,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,https://www.publix.com/vaccines,True,True,Not Available,Flu Shot (Egg free),False,2023-04-06,sunday_hours:  11:00AM - 6:00PM  |  monday_hours:  9:00AM - 9:00PM  |  tuesday_hours:  9:00AM - 9:00PM  |  wednesday_hours:  9:00AM - 9:00PM  |  thursday_hours:  9:00AM - 9:00PM  |  friday_hours:  9:00AM - 9:00PM  |  saturday_hours:  9:00AM - 7:00PM
69a9e0a0-3c1c-4bcb-9bba-570835319485,704-360-6119,Walmart Inc #10-4431,966 E Iredell Ave,Mooresville,NC,28115-2432,https://www.walmart.com/store/4431,Not Available,True,True,Not Available,Flu Shot,False,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 6:00 PM  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  tuesday_hours:  6:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM"
c5e4939b-9d6a-483c-a248-aff5093a89fa,252-824-0342,Walgreens Co. #15475,1519 N MAIN ST,TARBORO,NC,27886-2519,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  09:00AM - 09:00PM  |  tuesday_hours:  09:00AM - 09:00PM  |  wednesday_hours:  09:00AM - 09:00PM  |  thursday_hours:  09:00AM - 09:00PM  |  friday_hours:  09:00AM - 09:00PM  |  saturday_hours:  09:00AM - 06:00PM
ee0200a3-1f0b-473c-901f-4e6b9fcdef6e,704-843-0433,Harris Teeter Pharmacy #09700249,5920 WEDDINGTON-MONROE ROAD.,MATTHEWS,NC,28104,https://www.harristeeter.com/rx/guest/get-vaccinated,https://www.harristeeter.com/covidcare,True,False,Not Available,Flu Shot,False,2023-04-07,sunday_hours:  11:00 AM - 6:00 PM  |  monday_hours:  9:00 AM - 8:00 PM  |  tuesday_hours:  9:00 AM - 8:00 PM  |  wednesday_hours:  9:00 AM - 8:00 PM  |  thursday_hours:  9:00 AM - 8:00 PM  |  friday_hours:  9:00 AM - 8:00 PM  |  saturday_hours:  9:00 AM - 6:00 PM
3d9ba94a-505d-433a-828c-2347d639dc55,252-222-3061,"CVS Pharmacy, Inc. #11347",301 PENNY LANE,MOREHEAD CITY,NC,28557,https://www.cvs.com/store-locator/details-directions/011347,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot (Egg free),False,2023-04-06,sunday_hours:  nan  |  monday_hours:  09:00AM-06:00PM  |  tuesday_hours:  09:00AM-06:00PM  |  wednesday_hours:  09:00AM-06:00PM  |  thursday_hours:  09:00AM-06:00PM  |  friday_hours:  09:00AM-06:00PM  |  saturday_hours:  09:00AM-01:00PM
a6c3d6cf-8fd2-4cde-9642-03c96dacfd86,910-739-7072,Walgreens Co. #1056,3003 FAYETTEVILLE RD,LUMBERTON,NC,28358-2781,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot (Egg free),True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  08:00AM - 10:00PM  |  tuesday_hours:  08:00AM - 10:00PM  |  wednesday_hours:  08:00AM - 10:00PM  |  thursday_hours:  08:00AM - 10:00PM  |  friday_hours:  08:00AM - 10:00PM  |  saturday_hours:  09:00AM - 06:00PM
5fc7c129-1eea-4b3a-bab3-120d19d32fb8,919-467-6133,Harris Teeter Pharmacy #09700138,98 CORNERSTONE DR,CARY,NC,27519,https://www.harristeeter.com/rx/guest/get-vaccinated,https://www.harristeeter.com/covidcare,True,False,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-07,sunday_hours:  11:00 AM - 5:00 PM  |  monday_hours:  9:00 AM - 7:00 PM  |  tuesday_hours:  9:00 AM - 7:00 PM  |  wednesday_hours:  9:00 AM - 7:00 PM  |  thursday_hours:  9:00 AM - 7:00 PM  |  friday_hours:  9:00 AM - 7:00 PM  |  saturday_hours:  9:00 AM - 5:00 PM
4093750a-5d96-460b-a4f4-3c9ead380f65,704-597-7243,Harris Teeter Pharmacy #09700472,8445 DAVIS LAKE PARKWAY,CHARLOTTE,NC,28269,https://www.harristeeter.com/rx/guest/get-vaccinated,https://www.harristeeter.com/covidcare,True,False,Not Available,Flu Shot,True,2023-04-07,sunday_hours:  11:00 AM - 6:00 PM  |  monday_hours:  9:00 AM - 8:00 PM  |  tuesday_hours:  9:00 AM - 8:00 PM  |  wednesday_hours:  9:00 AM - 8:00 PM  |  thursday_hours:  9:00 AM - 8:00 PM  |  friday_hours:  9:00 AM - 8:00 PM  |  saturday_hours:  9:00 AM - 6:00 PM
66147b59-2b82-4426-a77c-0299ff1576b5,252-637-6699,Walmart Inc #10-1300,3105 Martin Luther King Jr Blvd,New Bern,NC,28562-5213,https://www.walmart.com/store/1300,Not Available,True,True,Not Available,Flu Shot (Egg free),True,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 6:00 PM  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  tuesday_hours:  6:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM"
1b6cda5a-ed44-49b9-959f-7e7c8fd15e64,828-848-5015,Publix Super Markets Inc. #1583,7883 Village Center N,Sherrills Ford,NC,28673,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,https://www.publix.com/vaccines,True,True,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-06,sunday_hours:  11:00AM - 6:00PM  |  monday_hours:  9:00AM - 9:00PM  |  tuesday_hours:  9:00AM - 9:00PM  |  wednesday_hours:  9:00AM - 9:00PM  |  thursday_hours:  9:00AM - 9:00PM  |  friday_hours:  9:00AM - 9:00PM  |  saturday_hours:  9:00AM - 7:00PM
c6df6ef9-a785-430b-bdab-dcc2483a664f,919-822-6043,Publix Super Markets Inc. #1744,2257 Wendell Falls Parkway,Wendell,NC,27591-6755,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,https://www.publix.com/vaccines,True,True,Not Available,Flu Shot (Egg free),True,2023-04-06,sunday_hours:  11:00AM - 5:00PM  |  monday_hours:  9:00AM - 8:00PM  |  tuesday_hours:  9:00AM - 8:00PM  |  wednesday_hours:  9:00AM - 8:00PM  |  thursday_hours:  9:00AM - 8:00PM  |  friday_hours:  9:00AM - 8:00PM  |  saturday_hours:  9:00AM - 6:00PM
e0ceea15-1edf-402b-9677-322e4f6a5756,828-654-0812,"CVS Pharmacy, Inc. #07884",324 LONG SHOALS ROAD,ARDEN,NC,28704,https://www.cvs.com/store-locator/details-directions/007884,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,True,2022-11-19,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  08:00AM-08:00PM  |  tuesday_hours:  08:00AM-08:00PM  |  wednesday_hours:  08:00AM-08:00PM  |  thursday_hours:  08:00AM-08:00PM  |  friday_hours:  08:00AM-08:00PM  |  saturday_hours:  09:00AM-06:00PM
